customer_id,age,gender,region,income_tier,education_level,marital_status,tenure_months,contract_type,preferred_channel,loyalty_tier,churn,purchase_frequency,avg_order_value,total_spend_6m,recency_days,product_categories_used,returns_ratio,email_open_rate,app_sessions_per_month,support_tickets_6m,campaign_response_rate,last_promotion_used,customer_satisfaction_score,payment_method
CUST019507,,Female,CENTRAL,High,Post-Graduate,Single,7,Multi-year,Web,Bronze,0,1,33.81,35.66,140,1,0,0.8743,60,8,0.8004,No Promotion,,Credit Card
CUST012404,49,Female,WEST,Low,High School,Single,67,Annual,App,Gold,0,11,198.17,2187.74,176,7,0,0.6373,27,0,0.0921,Free Shipping,79,Debit Card
CUST009341,49,Male,South ,High,Graduate,Married,15,Annual,App,Bronze,0,1,23.95,24.65,138,1,0.1647,0.5519,21,2,0.8163,No Promotion,58.5,Wallet
CUST010487,50,Female,East,High,Graduate,Single,15,Monthly,App,Bronze,1,8,136.26,1069.46,,1,0.039,0.3667,7,3,0,No Promotion,77,Wallet
CUST007208,37,Male,south,Mid,Graduate,Single,36,multiyear,Phone,Bronze,0,1,23.56,25.38,73,1,0.3514,0.3867,49,0,0.4252,Discount,,Credit Card
CUST001494,39,Female,central,,Graduate,Widowed,8,Annual,Web,,0,20,38.36,753.72,4,3,0.0939,0.4342,36,10,0.5135,Discount,18,Credit Card
CUST004013,32,Female,Central,High,Doctorate,Single,12,Annual,Phone,Silver,1,5,31.73,146.21,142,1,0.3467,,2,7,0.7136,No Promotion,34.5,Wallet
CUST005404,23,Male,NORTH,Mid,Graduate,Married,15,Monthly,App,,1,8,89.06,739.21,82,4,0.2848,0.3357,28,1,0.6003,Discount,35.5,Credit Card
CUST007287,33,Female,West,High,Graduate,Married,16,Multi-year,Phone,Silver,0,27,38.37,970.32,131,6,0.3613,0,3,16,0.498,Discount,50,Wallet
CUST016762,,Non-binary,North,,High School,Single,31,Monthly,Phone,Silver,0,2,12.34,26.16,34,2,0.189,0.0552,22,1,0.2897,Cashback,48.5,COD
CUST002068,37,male,East,Mid,Post-Graduate,Married,34,Multi-year,Web,Bronze,0,13,28.3,355.76,144,5,0.0022,0.4198,0,0,0.5578,Discount,62.5,Credit Card
CUST012613,53,Male,east,Low,Graduate,Widowed,8,Multi year,Web,Silver,0,4,138.02,580.4,124,4,0.2169,0.8378,60,3,0.3747,No Promotion,100,COD
CUST014012,30,female,West,Mid,High School,Single,39,Monthly,In-store,Gold,1,1,944.59,949.54,1,1,,,26,0,0.5489,Cashback,66,Debit Card
CUST014752,41,Female,central,Mid,Graduate,Married,43,Monthly,In-store,,0,14,25.87,364.88,51,4,0.3007,0,3,0,0.1349,Discount,57.5,Wallet
CUST002923,40,Male,South,Low,Post-Graduate,Widowed,117,Multi-year,Phone,Silver,0,19,222.12,4418.28,114,3,,0.5416,60,0,0.97,No Promotion,0,Credit Card
CUST017558,33,Male,central,High,Graduate,Single,18,Annual,In-store,Platinum,0,10,59.07,610.18,,1,0.1792,0.5057,60,4,0.5839,,28.5,Wallet
CUST014054,32,Female,South ,Mid,High School,Single,23,Multi-year,In-store,Bronze,0,1,19.88,21.12,51,1,0.1543,0.98,32,0,0.212,,60.5,Wallet
CUST000558,29,male,north ,Low,Doctorate,Single,61,multi-year,In-store,Silver,0,8,21.98,181.43,153,1,0.3947,0.3973,37,0,0.2712,No Promotion,8.5,Credit Card
CUST007793,36,Male,central,Mid,Post-Graduate,Married,64,Monthly,Web,,0,1,247.73,266.87,90,1,0.3708,0.9264,60,4,0.604,No Promotion,46.5,Debit Card
CUST011210,52,M,Central,Mid,Graduate,Single,46,multi-year,Web,Bronze,0,13,42.42,585.33,82,6,0.1459,0.1384,0,0,0.2836,Cashback,,COD
CUST012630,58,MALE,NORTH,High,Graduate,Married,37,Monthly,Web,Silver,0,12,131.86,1519.02,63,3,0.3469,0.604,59,6,0.6356,Discount,50,Credit Card
CUST013571,57,Male,east,Mid,Post-Graduate,Married,22,Annual,In-store,Bronze,0,9,100.83,849.67,183,5,,0.6857,57,9,0.6073,Discount,28.5,Debit Card
CUST019099,23,Male,west,Low,Post-Graduate,Married,53,Annual,Web,Silver,0,13,35.96,489.48,1,1,0.1527,0.3353,24,11,0.5523,Cashback,20,Credit Card
CUST017002,47,MALE,central,Mid,Graduate,Married,16,Multi year,Web,Gold,0,11,100.27,1111.76,97,2,0,0.3042,35,3,0,Discount,,Wallet
CUST002265,64,Male,NORTH,Mid,Graduate,Married,67,Monthly,App,,1,5,234.71,1267.58,100,5,0.1246,0.4848,38,0,0.1543,Discount,23.5,Credit Card
CUST008284,36,Male,west,Low,Graduate,Widowed,22,Multi-year,Web,Gold,0,11,90.32,1085.95,85,1,0.2033,0.253,,0,0.2769,Free Shipping,2.5,Wallet
CUST005628,26,female,NORTH,Mid,High School,Married,87,Monthly,In-store,Bronze,1,4,60.95,261.7,183,4,0.169,0.4039,0,7,0,No Promotion,,Credit Card
CUST007650,39,Female,west,High,High School,Married,31,Monthly,App,Bronze,1,4,271.13,1094.84,1,4,0.2408,0.0981,49,0,0.1915,No Promotion,76.5,Credit Card
CUST001659,38,Female,central,Mid,High School,Married,31,Monthly,Web,Bronze,0,,52.51,242.72,79,4,0.2165,0.6484,15,5,0.1841,Cashback,,Debit Card
CUST009430,38,F,North,Mid,Graduate,Single,44,Monthly,App,Platinum,0,3,293.35,850.89,124,3,0.208,0.0691,,0,0.54,Cashback,58.5,Credit Card
CUST009960,36,Female,north ,Low,Graduate,Married,34,Annual,App,Silver,1,9,446.16,3625.75,143,2,,0.1439,2,8,0,No Promotion,48.5,Wallet
CUST017947,63,Male,east,,Post-Graduate,Married,7,Monthly,Web,Silver,0,12,100.96,1279.46,183,5,,0.4567,44,0,0.9337,,37.5,Debit Card
CUST006872,44,MALE,east,,Graduate,Widowed,24,Monthly,App,Silver,0,10,135.6,1432.33,,1,0.3023,,52,0,0.2731,Free Shipping,30.5,Wallet
CUST017634,32,Female,South,Mid,Graduate,Married,10,Annual,Web,Gold,1,4,296.58,1069.59,120,1,0.1574,0.4072,17,8,0,Cashback,63,Credit Card
CUST003801,34,MALE,east,,,Divorced,37,Annual,In-store,Silver,0,20,27.79,596.18,183,3,0.288,0.5731,0,3,0.462,,,Credit Card
CUST017852,58,Female,North,Mid,Post-Graduate,Divorced,29,Monthly,Phone,Silver,0,1,1887.78,1970.31,152,1,,0.8062,23,0,0.3729,No Promotion,,Credit Card
CUST019059,,female,north ,Mid,Graduate,Married,33,Monthly,In-store,Bronze,0,10,147.9,1425.96,109,1,0.4112,0.5756,,0,0.2346,No Promotion,34,Debit Card
CUST019031,28,M,SOUTH,Mid,Post-Graduate,Married,43,Monthly,App,Silver,0,36,89.98,2926.54,66,6,0.0385,0.6591,54,23,0.8106,,48,Credit Card
CUST009537,52,male,west,High,,Widowed,32,Annual,Web,Bronze,1,12,14.94,192.78,124,5,0.2755,,45,16,0.0381,Free Shipping,47,Debit Card
CUST011629,53,FEMALE,West,Low,Post-Graduate,Widowed,26,Annual,App,Gold,0,5,326.34,1491.54,117,3,0,0.6979,55,3,0.7885,No Promotion,22.5,Wallet
CUST003257,48,Male,central,High,High School,Widowed,56,Monthly,App,Silver,1,,205.93,2969.71,170,7,0.2711,0.2182,20,16,0.5607,No Promotion,51,Debit Card
CUST012852,38,Female,EAST,Low,High School,Single,2,Monthly,Phone,Silver,0,1,756.78,780.95,1,1,0.3955,,60,0,0.97,Cashback,49,Debit Card
CUST017214,52,Male,CENTRAL,Mid,Graduate,Single,23,Annual,Web,Bronze,0,42,86.11,3845.54,1,7,0,0,,2,0.4728,Discount,62.5,Debit Card
CUST011316,36,Female,South,Mid,,Married,43,Monthly,App,Bronze,0,31,161.71,5295.59,34,5,,,0,13,0.82,Free Shipping,64.5,COD
CUST000747,19,Female,North,Mid,High School,Single,8,Multi-year,Phone,Silver,0,16,27.33,453.11,80,8,0.0012,0.8149,,8,0.3318,Free Shipping,100,COD
CUST002279,51,male,west,Low,High School,Single,70,Annual,Phone,Bronze,0,15,94.5,1510.68,,5,0.0975,0.3119,54,1,0.5749,Discount,22.5,COD
CUST002896,43,M,west,Low,High School,Divorced,42,Monthly,App,Bronze,1,17,21.47,378.54,183,4,0.075,0.3489,6,22,0.2423,Free Shipping,51.5,Debit Card
CUST012810,52,Female,West,Low,Graduate,Widowed,59,Annual,App,,0,,115.53,1947.77,1,4,0.3929,0,6,9,0.0235,Free Shipping,65,Debit Card
CUST003549,50,Female,north ,Mid,Graduate,Single,61,Multi-year,App,Bronze,0,18,272.93,4586.23,1,7,0.0573,0.5046,10,10,0.448,No Promotion,69.5,Wallet
CUST003805,24,Female,CENTRAL,Mid,Post-Graduate,Single,10,Annual,Phone,Gold,0,5,257.12,1270.16,78,3,0.1811,0.9659,33,12,0.6984,No Promotion,,Credit Card
CUST011648,31,Female,north ,High,Graduate,Married,11,Monthly,App,Bronze,1,1,849.45,875.19,53,1,0.298,0.4301,27,0,0.502,No Promotion,61.5,Credit Card
CUST002688,64,Male,East,Mid,Post-Graduate,Married,10,Monthly,Web,Silver,1,1,487.71,503.7,34,1,0.0989,0.4597,44,9,0.2873,No Promotion,40,Wallet
CUST019404,47,FEMALE,CENTRAL,Mid,Post-Graduate,Married,9,Annual,Web,Bronze,0,16,42.45,666.38,1,6,0.6097,0.4905,18,7,0.2951,Cashback,79,Credit Card
CUST002959,24,Male,central,Mid,High School,Divorced,19,Annual,App,Platinum,0,15,393.3,5577.48,183,1,0,0.1066,60,6,0.4383,Cashback,37.5,Debit Card
CUST008885,,Male,EAST,Low,Doctorate,Married,27,Annual,In-store,,0,4,790,2900.66,183,3,0.1821,0.3316,60,2,0.97,Discount,6.5,Credit Card
CUST019828,18,Male,South ,Mid,High School,Single,5,Monthly,Web,,1,5,244.4,1233.33,150,3,0.4715,0.3416,9,9,0.4038,No Promotion,,Credit Card
CUST004967,35,Male,west,Mid,Graduate,Divorced,39,Monthly,Web,Silver,0,13,158.13,1947.58,37,5,0.2558,0.3203,41,0,0.1452,No Promotion,,Credit Card
CUST001278,62,Female,west,Low,,Single,13,Annual,Phone,Silver,0,39,37.29,1364.29,124,8,0,0.06,56,14,0.451,No Promotion,,COD
CUST007836,25,male,central,Mid,Graduate,Divorced,51,Monthly,Phone,Bronze,0,23,360.97,8778.54,33,7,0.0074,0.4673,35,8,0.4222,Cashback,21.5,Credit Card
CUST018622,35,Male,East,,Post-Graduate,Single,10,Monthly,Web,Gold,0,31,89.93,2960.75,97,7,0,0.7003,51,6,0.497,Free Shipping,43,Wallet
CUST006810,,Male,SOUTH,Low,High School,Single,50,Monthly,App,Gold,0,11,163.74,1859.07,51,7,0.2107,0.0384,60,8,0.5446,No Promotion,,COD
CUST008337,25,Male,east,Low,High School,Single,14,Monthly,Phone,Bronze,0,,57.69,115.83,63,5,0.049,0.1748,50,1,0,No Promotion,53,Credit Card
CUST015596,65,FEMALE,West,Low,Graduate,Single,51,Annual,Web,,1,1,33.5,33.89,,1,0.5879,0.2328,4,1,0.4413,No Promotion,,Credit Card
CUST005293,54,Male,North,Mid,High School,Married,32,Annual,In-store,Bronze,1,1,173.27,183.34,1,1,0.1242,0.3057,,6,0.4862,No Promotion,33.5,Debit Card
CUST002599,67,Female,EAST,Mid,Graduate,Married,27,Monthly,Web,Silver,0,5,39.83,188.53,131,5,0.2888,0.578,,0,0.4927,No Promotion,27.5,Wallet
CUST008121,43,Female,South ,High,Graduate,Married,10,Monthly,Web,Bronze,1,14,228.18,2959.99,131,5,0.3501,0.5937,24,8,0,Discount,33.5,Credit Card
CUST014681,75,Female,Central,,Graduate,Married,28,Annual,Phone,Gold,0,8,29.33,231.53,1,1,,0,12,0,0.0987,Free Shipping,58.5,Debit Card
CUST013686,43,Female,EAST,Low,High School,Single,102,Monthly,Web,Bronze,1,3,31.92,94.32,137,3,0.1299,0.7503,0,0,0.6824,Discount,66.5,Wallet
CUST000301,,Male,East,Mid,Graduate,Single,18,Annual,Web,Bronze,0,1,1042.08,1107.05,38,1,0.4253,0,3,0,0.3173,Cashback,31.5,Credit Card
CUST004732,29,FEMALE,east,Low,High School,Widowed,6,Multi-year,In-store,Bronze,1,30,75.11,2114.34,180,6,0.4287,0.98,49,10,0.8337,No Promotion,,Credit Card
CUST001615,31,Female,CENTRAL,Low,Graduate,Married,20,Monthly,App,,0,13,99.3,1290.78,125,2,0.4024,,0,9,0.6135,Discount,43.5,Credit Card
CUST019115,26,Male,EAST,Mid,Graduate,Married,39,Multi-year,App,Bronze,0,20,220.92,4442.62,46,7,0.0906,,38,6,0.5485,Free Shipping,76.5,Debit Card
CUST016239,47,female,South,,,Single,29,Multi-year,Phone,Bronze,0,,195.37,7560.86,1,8,0.2114,0.2642,3,4,0.676,,,Credit Card
CUST018346,60,M,South,,Doctorate,Married,57,Monthly,Web,,0,,73.77,847.86,183,3,0.4716,0.8027,56,0,0.5011,No Promotion,86,Debit Card
CUST011622,61,MALE,north ,Mid,High School,Divorced,17,Monthly,App,Silver,0,3,392.35,1068.67,113,1,0.0986,0.7239,41,3,0,Cashback,,Credit Card
CUST004996,50,Female,North,Mid,High School,Single,18,Annual,In-store,Silver,1,12,135.37,1717.48,1,5,0,0.4028,5,17,0.5762,Free Shipping,14,Debit Card
CUST002226,59,Male,WEST,Mid,Post-Graduate,Divorced,9,Annual,In-store,Gold,1,18,353.53,6174.96,120,5,0.2536,0,8,0,0.2372,No Promotion,61,Credit Card
CUST019518,41,Male,north,High,,Married,23,Annual,App,Silver,0,8,41.88,351.99,183,3,0.4717,0,3,1,0.0561,No Promotion,51.5,Debit Card
CUST015489,50,male,west,Mid,Doctorate,Married,15,Annual,In-store,Silver,0,3,270.31,849.11,138,3,0.3508,0.1459,,0,0.639,Discount,71.5,Credit Card
CUST006365,34,Male,East,Low,Post-Graduate,Married,58,Monthly,In-store,Silver,1,41,119.99,5037.54,48,6,0.0723,,2,1,0.3061,No Promotion,39.5,Wallet
CUST018726,38,MALE,West,Low,Post-Graduate,Widowed,38,Annual,In-store,Platinum,0,8,178.97,1469.32,161,6,0.2333,0.4583,17,0,0.2288,No Promotion,,Debit Card
CUST006257,34,Female,north ,Mid,High School,Married,97,Annual,Web,Silver,0,21,187.52,4066.74,82,1,0.49,0.6016,46,8,0.3696,Free Shipping,52.5,COD
CUST011860,20,Male,west,High,Post-Graduate,Married,19,Multi-year,App,Bronze,0,6,71.74,451.77,117,5,0.1068,0.7259,6,0,0.6032,No Promotion,,Debit Card
CUST014306,23,Male,North,Mid,Post-Graduate,Divorced,76,Annual,Web,,0,18,69.5,1158.85,18,5,0.2554,0.8653,60,1,0.001,Cashback,9.5,COD
CUST017171,50,Non-binary,west,High,Graduate,Single,16,Monthly,Web,Gold,0,19,69.35,1280.97,96,6,0.1889,0.2372,25,0,0.7194,Discount,41,Debit Card
CUST011400,33,F,East,High,Post-Graduate,Married,51,Annual,In-store,Silver,0,1,855.1,888.42,,1,,0.6802,60,1,0,Free Shipping,64,Wallet
CUST016588,43,Female,central,Low,Post-Graduate,Divorced,26,Annual,In-store,Bronze,0,35,28.22,997.14,120,5,,0.6879,22,0,0.3896,No Promotion,,Credit Card
CUST003244,,Female,South ,Mid,High School,Divorced,42,Multi year,Web,Silver,0,7,199.96,1298.07,121,3,0.149,0.7128,34,0,0.97,No Promotion,44.5,Credit Card
CUST013950,36,F,South ,Mid,Graduate,Single,22,Annual,Web,Bronze,0,3,11.91,39.02,1,2,0.1939,0.5044,18,0,0.9157,Free Shipping,36,Debit Card
CUST013029,27,Non-binary,central,Mid,Graduate,Single,67,Annual,Phone,Silver,0,1,14.5,15.88,183,1,0.3217,0,33,0,0,,42,Credit Card
CUST001450,29,male,East,High,Graduate,Married,8,Monthly,In-store,Silver,0,18,187.71,3387.36,64,4,0.4554,0.98,8,8,0.7901,No Promotion,,Credit Card
CUST001924,34,Female,central,Mid,Graduate,Married,80,Monthly,In-store,Bronze,0,16,81,1304.59,1,3,0.5111,0.4139,5,0,0.5676,Cashback,0,Wallet
CUST010481,61,F,north,Mid,High School,Single,42,multi-year,App,Silver,0,13,83.84,1044.58,183,2,0.1468,0.6416,27,12,0,Discount,89,Debit Card
CUST017854,37,Female,South,Low,Post-Graduate,Single,45,Monthly,In-store,Platinum,0,8,136.42,1094.87,126,1,0.3587,0.7886,1,0,0.6616,Discount,,Credit Card
CUST018107,38,male,SOUTH,,Graduate,Single,55,Monthly,Web,,0,14,189.46,2901.11,1,1,0.1313,0.5674,60,13,0.6084,Free Shipping,34.5,Wallet
CUST002731,42,M,WEST,Low,Graduate,Single,36,Multi-year,Phone,Silver,1,4,183.71,698.76,183,4,0,,16,0,0.1947,Discount,17.5,Credit Card
CUST014825,44,Male,west,,High School,Married,21,multiyear,Phone,Gold,0,12,227.76,2626.32,119,5,0.1541,0.1751,0,4,0.3644,Cashback,78.5,Debit Card
CUST016963,30,Male,WEST,Mid,High School,Single,32,Annual,Web,Gold,0,22,84.34,2002.96,62,6,0.4431,0.0493,,4,0.7581,No Promotion,36,Credit Card
CUST017042,36,male,North,Mid,,Married,18,Annual,Web,Gold,0,23,23.87,536.31,183,7,0.2113,0.7357,28,0,0.3626,No Promotion,2,Credit Card
CUST005539,27,Male,SOUTH,Low,Graduate,Married,41,Multi-year,Phone,Bronze,0,33,58.81,2124.14,183,4,0.3663,0.4691,37,10,0.2431,Discount,33,Credit Card
CUST010895,66,M,north,Mid,High School,Married,10,Monthly,App,Bronze,0,3,362.97,1056.16,183,3,0.1651,0.6984,14,0,0.467,Discount,,Credit Card
CUST007767,50,Female,South,High,High School,Widowed,28,Annual,Web,Platinum,1,5,40.2,181.08,140,3,0.5176,0.4424,,12,0.5259,No Promotion,84.5,Debit Card
CUST011079,48,female,east,,High School,Married,37,Monthly,Web,Silver,0,23,32.63,818.64,88,5,0.2909,0.2861,49,13,0.182,No Promotion,44,Credit Card
CUST018864,46,Male,north ,,Graduate,Divorced,29,Monthly,App,Silver,0,1,129.12,140.89,175,1,0.105,,21,0,0.8993,No Promotion,58,Debit Card
CUST009689,49,Male,NORTH,,Doctorate,Single,3,Monthly,In-store,Gold,0,39,75.36,3053.13,90,7,,0.7358,60,0,0.347,No Promotion,30.5,Credit Card
CUST015219,54,Female,south,Mid,,Married,10,Monthly,Web,Platinum,0,42,72.85,2782.75,1,7,0.2096,0.98,60,2,0.97,Free Shipping,68.5,Credit Card
CUST010135,60,Male,west,Mid,High School,Single,32,Monthly,In-store,Silver,0,12,122.48,1542.75,61,4,0.4463,0.98,15,0,0.1613,Free Shipping,59.5,Credit Card
CUST019351,,Male,SOUTH,High,High School,Single,32,Annual,Web,Silver,1,1,802.2,826.1,29,1,0.4795,0.682,53,0,0.97,No Promotion,,Credit Card
CUST016577,50,Male,north ,High,Post-Graduate,Widowed,21,Annual,Web,Gold,0,17,109.81,1978.85,86,6,0,0.9327,59,5,0.97,Free Shipping,36.5,Credit Card
CUST011889,,Female,north,Mid,Post-Graduate,Single,59,Annual,App,Silver,0,25,89.52,2446.82,154,6,0.1205,0,0,15,0,Discount,64,Credit Card
CUST015604,49,female,CENTRAL,Mid,Post-Graduate,Single,26,Monthly,Web,Bronze,0,12,395.58,4315.19,12,3,0.0713,0.527,13,0,0.4307,Free Shipping,73,Credit Card
CUST019989,55,Female,EAST,Mid,,Married,22,Multi-year,In-store,,0,29,62.01,1750.81,63,6,0.5253,,0,12,0.97,Discount,64,COD
CUST005657,40,Female,South ,Mid,High School,Divorced,69,Annual,Web,Bronze,1,11,292.15,3352.32,,5,0.2369,0.2793,29,3,0.2903,No Promotion,53,COD
CUST015001,53,Male,East,Mid,Graduate,Single,44,Multi-year,App,Bronze,0,17,63.78,1191.89,183,1,,,26,15,0.5224,Discount,87,Wallet
CUST013362,56,Male,North,Low,Graduate,Divorced,31,Annual,In-store,Silver,0,18,295.7,5176.79,127,6,0.0121,0.7468,0,0,0.1976,No Promotion,49.5,Credit Card
CUST000080,39,Female,Central,Mid,Post-Graduate,Single,25,Monthly,Web,Bronze,0,25,22.61,621.15,96,2,0.4341,0.6159,36,4,0.5727,Free Shipping,75,Credit Card
CUST012055,19,Male,south,Low,Post-Graduate,Divorced,16,Monthly,App,Silver,0,11,187.46,2226.66,41,3,0.4228,0.7987,27,5,0.4774,,69.5,Debit Card
CUST010890,,Female,north ,Mid,High School,Widowed,31,Monthly,In-store,Silver,0,,68.02,81.21,111,1,0.1983,0.5751,60,11,0.8895,No Promotion,71,Wallet
CUST015375,41,Female,West,,Graduate,Married,35,Monthly,App,Silver,0,7,94.03,642.66,44,3,0.366,0.5479,26,0,0.594,Discount,43.5,Debit Card
CUST008574,30,Male,north,Low,Graduate,Married,29,Monthly,Phone,Silver,0,36,79.71,2890.68,128,8,,0.435,25,16,0.4211,No Promotion,31,Debit Card
CUST016285,40,Female,WEST,Low,Graduate,Married,41,Annual,Phone,,1,,10.77,26.73,70,6,0.4476,0.8445,15,14,0.5706,No Promotion,92.5,Credit Card
CUST008236,56,Female,south,High,Graduate,Married,30,Monthly,Phone,Silver,0,31,101.04,3248.64,183,6,0.1574,0.0418,,16,0.6341,Cashback,25,Debit Card
CUST012976,38,Female,EAST,Mid,Graduate,Married,15,Annual,App,Bronze,0,10,42.01,402.31,170,6,0.1789,0.762,55,1,0.4557,Cashback,48,Debit Card
CUST004121,18,MALE,SOUTH,Mid,High School,Married,44,Multi-year,Web,Bronze,0,23,64.28,1495.36,34,7,0.4489,0.8911,41,10,0.4543,Discount,,Debit Card
CUST002979,37,Male,East,Low,Post-Graduate,Married,3,Monthly,In-store,Silver,0,7,209.08,1561.62,90,4,0,0.7624,60,0,0.2818,Cashback,37.5,Debit Card
CUST011384,27,Female,Central,Mid,Graduate,Single,14,Monthly,App,Silver,1,23,84.11,1924.91,53,4,0.6482,0.1079,0,12,0.2582,Discount,2.5,Credit Card
CUST009789,46,Male,EAST,Mid,Post-Graduate,Married,7,Annual,Web,Bronze,1,16,103.42,1676.66,122,2,0.1702,,16,12,0,No Promotion,32.5,Debit Card
CUST014084,57,Male,South,High,High School,Divorced,33,Monthly,Web,Platinum,0,11,123.43,1310.88,94,4,0.1615,0.701,50,13,0.7385,No Promotion,,Wallet
CUST003533,33,male,central,Low,High School,Single,1,Monthly,Phone,Silver,0,9,139.29,1168.4,30,2,0.3861,,20,16,0.3605,No Promotion,75,Wallet
CUST018569,41,MALE,central,Low,High School,Single,40,Annual,App,Bronze,0,5,39.01,178.12,1,2,0.1326,0.7479,,1,0.175,Discount,30.5,Credit Card
CUST015415,47,Female,South ,Mid,Graduate,Married,16,Annual,Phone,Bronze,0,4,312.69,1227.25,121,1,0,0.0832,20,0,0.97,,,Debit Card
CUST011363,41,Non-binary,North,High,Graduate,Single,29,Annual,App,Bronze,0,21,100.05,2156.38,,4,0.0856,0.649,56,16,0.7222,Free Shipping,17,Wallet
CUST003025,52,Male,SOUTH,Mid,Graduate,Single,28,Multi-year,In-store,Silver,0,8,138.05,1161.83,183,8,,0.2772,45,0,0.9619,No Promotion,39.5,Debit Card
CUST019986,40,Female,EAST,Low,Graduate,Single,13,Multi-year,Phone,Bronze,1,1,25.7,27.58,1,1,0.2581,0.0577,28,6,0.8177,Cashback,43.5,Credit Card
CUST002410,44,male,north ,,High School,Single,33,multiyear,In-store,Silver,0,3,471.26,1362.46,83,3,,,0,0,0.2603,Discount,100,Debit Card
CUST007977,29,Male,north,Mid,,Single,10,Annual,App,Gold,0,3,14.95,47.61,107,2,0.5812,0.8263,42,6,0.6617,No Promotion,51,Wallet
CUST008878,47,Male,Central,Mid,Graduate,Single,53,Monthly,In-store,Bronze,0,42,75.37,2920.02,183,6,0.4025,0.7895,15,23,0.5486,Cashback,51.5,Debit Card
CUST015045,,Male,central,Low,Post-Graduate,Married,27,multi-year,Phone,Silver,1,19,53.53,1117.42,85,7,0.4869,,38,4,0.6193,Cashback,72,Credit Card
CUST007533,32,Male,SOUTH,Mid,Post-Graduate,Married,16,Annual,App,,0,1,1095.54,1108.28,18,1,0.0942,0.4592,16,0,0.031,Discount,53.5,Debit Card
CUST019602,29,Male,west,High,Graduate,Widowed,39,Monthly,App,Silver,1,,97.92,3212.48,73,5,0.3458,0.8471,38,0,0.3361,No Promotion,12.5,Debit Card
CUST005740,59,Female,east,Mid,High School,Married,63,Annual,App,Gold,0,11,23.69,272.61,132,3,,0,23,14,0.195,Discount,61,Wallet
CUST012771,46,Male,West,Mid,Graduate,Single,30,multiyear,Phone,Platinum,0,19,82.49,1712.68,183,6,0.2789,0.5239,29,4,0.4464,,55,Credit Card
CUST019716,18,Female,north,Mid,Post-Graduate,Divorced,36,Monthly,App,Platinum,0,20,106.54,2201.25,119,8,0.3501,0.0656,6,10,0.6463,Free Shipping,38.5,Credit Card
CUST014221,62,Male,WEST,High,Graduate,Single,41,Multi-year,Web,Silver,0,,202.64,3792.36,134,7,0.4858,0.5523,44,2,0.4917,Discount,52,Wallet
CUST016135,47,Female,north ,Low,High School,Divorced,21,Annual,Web,Silver,1,11,101.78,1186.79,1,2,0.1803,,60,0,0.9232,,36,Debit Card
CUST008809,66,Female,south,High,Graduate,Married,47,Monthly,App,Platinum,0,12,40.49,459.26,1,3,0.2534,0.6449,17,3,0.2181,,72,Credit Card
CUST006963,67,Female,north,Low,,Married,20,Annual,App,Platinum,0,9,59.57,543.11,86,1,0.0979,0.8635,60,4,0.4001,No Promotion,98,Wallet
CUST004908,24,Male,south,Mid,Graduate,Married,29,Monthly,App,Bronze,0,20,117.42,2288.76,152,5,0.2296,0.7233,60,15,0.424,Free Shipping,45,Debit Card
CUST018056,62,Female,WEST,High,High School,Married,28,Monthly,Phone,Silver,0,36,27.1,1034,59,7,0.1225,0.4998,3,16,0.97,Discount,25,Credit Card
CUST011657,49,Male,NORTH,High,Post-Graduate,Married,41,Multi year,Web,Bronze,0,10,328.42,3454.63,16,3,0.343,0.6475,31,13,0.9408,No Promotion,,COD
CUST007232,50,Female,NORTH,Mid,Graduate,Married,20,Monthly,App,Silver,1,1,15.41,16.58,120,1,0.2757,0.4222,39,5,0.9606,Cashback,,COD
CUST012322,54,Male,East,Low,Post-Graduate,Single,23,Monthly,Web,Bronze,0,38,47.07,1698.14,36,8,0,0.0792,0,20,0.9019,Free Shipping,21,Credit Card
CUST013956,39,Male,north,,High School,Married,23,Monthly,Web,Silver,0,,10,424.99,14,5,0,0.3566,53,12,0,No Promotion,28,Wallet
CUST000021,28,F,south,Mid,Graduate,Single,33,Multi year,App,Gold,0,,140.42,3520.48,131,7,0.3597,0.6694,6,0,0.9132,Cashback,76,Debit Card
CUST016427,38,female,north,High,Graduate,Single,12,Monthly,In-store,Silver,0,,93.75,2862.92,31,2,0.1457,0.5118,45,24,0.4566,Cashback,62.5,Wallet
CUST004223,63,Female,CENTRAL,Low,Doctorate,Single,41,Monthly,Phone,Silver,0,4,33.39,123.62,183,2,,0.7696,24,5,0,Discount,44,Wallet
CUST010331,45,Male,SOUTH,Mid,High School,Single,25,Annual,App,Silver,0,,190.04,5815.59,,3,0.1272,0.1866,7,2,0.2258,,25.5,Wallet
CUST008613,40,Male,North,Mid,Graduate,Married,58,Multi-year,Web,Silver,0,,33.65,114.76,95,3,0.3321,0.2585,14,7,0,No Promotion,8.5,Credit Card
CUST013037,38,M,Central,Mid,Graduate,Single,30,Annual,App,Silver,0,1,17.93,19.25,178,1,0.1439,0.3989,26,0,0.2096,Cashback,11,Debit Card
CUST018674,39,Male,Central,Mid,Graduate,Widowed,24,Monthly,Web,Bronze,0,23,76.4,1621.18,1,6,0.4606,0.0049,0,0,0.1148,No Promotion,84.5,Debit Card
CUST007642,,Male,west,Low,High School,Married,16,Annual,In-store,Bronze,0,,55.55,293.1,120,3,0.3068,0.98,44,5,0.5229,,,Credit Card
